tour;tour_len;related_starting_points
[11, 9, 6, 5, 4, 10, 8, 15, 2, 1, 3, 14, 13, 12, 7, 0];8202;6
[3, 1, 2, 15, 6, 5, 10, 8, 9, 11, 12, 13, 0, 7, 14, 4];8250;14
[14, 4, 10, 8, 2, 1, 3, 13, 12, 11, 6, 5, 9, 15, 0, 7];8192;41
[6, 5, 4, 10, 8, 15, 2, 1, 3, 7, 0, 14, 13, 12, 11, 9];7444;28
[6, 13, 12, 11, 15, 0, 2, 1, 3, 7, 14, 5, 4, 10, 8, 9];7157;19
[5, 6, 13, 12, 11, 9, 8, 10, 4, 3, 1, 2, 15, 0, 7, 14];7366;87
[7, 0, 15, 11, 12, 3, 1, 2, 9, 6, 13, 14, 5, 8, 10, 4];8441;1
[8, 10, 4, 14, 5, 6, 13, 12, 11, 9, 15, 0, 7, 3, 1, 2];7437;31
[12, 15, 0, 7, 14, 5, 8, 10, 4, 3, 1, 2, 9, 6, 11, 13];8307;6
[13, 12, 5, 6, 11, 15, 2, 1, 3, 7, 0, 9, 8, 10, 4, 14];7063;368
[14, 7, 0, 13, 12, 15, 2, 1, 3, 4, 10, 8, 9, 11, 6, 5];8003;19
[0, 15, 11, 6, 9, 8, 10, 4, 14, 5, 13, 12, 7, 3, 1, 2];7099;40
[9, 6, 11, 15, 2, 1, 3, 7, 0, 12, 13, 5, 14, 4, 10, 8];7001;200
[15, 2, 1, 4, 10, 8, 9, 0, 7, 3, 12, 13, 14, 5, 6, 11];8437;1
[1, 2, 15, 11, 6, 13, 12, 0, 7, 3, 14, 5, 9, 8, 10, 4];8472;1
[6, 5, 14, 13, 9, 8, 10, 4, 15, 2, 1, 3, 7, 0, 12, 11];7462;8
[9, 8, 10, 4, 14, 1, 2, 15, 11, 6, 5, 13, 12, 3, 7, 0];8155;16
[8, 2, 1, 15, 11, 12, 13, 14, 5, 6, 9, 0, 7, 3, 4, 10];8629;2
[5, 8, 10, 4, 7, 0, 15, 11, 12, 3, 1, 2, 9, 6, 13, 14];8441;1
[7, 4, 10, 8, 5, 14, 13, 12, 3, 1, 2, 15, 9, 6, 11, 0];8371;2
[0, 7, 14, 5, 4, 10, 8, 9, 6, 11, 12, 13, 3, 1, 2, 15];7217;9
[1, 2, 6, 5, 14, 13, 12, 0, 15, 11, 9, 8, 10, 4, 7, 3];8230;1
[5, 4, 10, 8, 9, 2, 1, 15, 11, 6, 13, 12, 0, 7, 3, 14];8133;7
[5, 6, 11, 0, 7, 3, 14, 13, 12, 15, 2, 1, 4, 10, 8, 9];8329;3
[4, 14, 7, 0, 12, 11, 6, 5, 13, 3, 1, 2, 15, 9, 8, 10];7776;212
[3, 1, 2, 15, 8, 10, 4, 5, 14, 7, 0, 12, 11, 9, 6, 13];8431;2
[3, 11, 6, 5, 14, 13, 12, 0, 7, 4, 10, 8, 9, 15, 2, 1];8072;11
[5, 8, 10, 4, 14, 3, 1, 2, 7, 0, 15, 9, 11, 12, 13, 6];7276;23
[11, 9, 8, 10, 4, 14, 5, 6, 13, 15, 0, 2, 1, 3, 7, 12];7076;66
[9, 8, 10, 4, 1, 2, 15, 12, 13, 11, 6, 5, 14, 3, 7, 0];8373;4
[11, 6, 5, 12, 13, 14, 4, 10, 8, 9, 15, 0, 7, 3, 1, 2];7094;250
[11, 15, 0, 7, 2, 1, 3, 14, 4, 10, 8, 9, 12, 13, 5, 6];7171;100
[2, 1, 15, 12, 11, 9, 6, 5, 13, 0, 7, 3, 14, 4, 10, 8];8395;8
[8, 9, 11, 0, 7, 3, 14, 13, 12, 15, 1, 2, 6, 5, 4, 10];8185;1
[7, 12, 13, 5, 6, 11, 15, 2, 1, 3, 14, 4, 10, 8, 9, 0];7764;217
[2, 15, 12, 13, 14, 7, 0, 11, 9, 8, 10, 4, 5, 6, 3, 1];7995;13
[8, 9, 12, 13, 5, 6, 11, 15, 2, 1, 3, 7, 0, 14, 4, 10];7091;116
[8, 10, 4, 3, 1, 2, 9, 6, 11, 15, 0, 7, 12, 13, 14, 5];8306;3
[4, 10, 8, 9, 6, 13, 12, 11, 15, 2, 1, 3, 7, 0, 14, 5];7086;22
[1, 3, 13, 5, 6, 0, 7, 14, 4, 10, 8, 9, 11, 12, 15, 2];7936;42
[15, 12, 11, 9, 6, 5, 13, 14, 4, 10, 8, 2, 1, 3, 7, 0];7452;59
[10, 8, 9, 11, 0, 7, 3, 14, 5, 6, 13, 12, 15, 2, 1, 4];8384;7
[3, 1, 2, 15, 8, 10, 4, 14, 7, 0, 11, 9, 6, 5, 13, 12];8214;3
[9, 8, 10, 5, 6, 2, 1, 3, 4, 14, 7, 0, 15, 12, 13, 11];8357;2
[15, 11, 12, 7, 0, 9, 8, 10, 4, 5, 6, 13, 14, 3, 1, 2];7863;13
[11, 6, 13, 3, 1, 2, 15, 9, 8, 10, 4, 5, 14, 7, 0, 12];7992;10
[4, 14, 7, 0, 11, 12, 13, 5, 6, 9, 15, 3, 1, 2, 8, 10];8249;20
[6, 5, 4, 10, 8, 9, 0, 7, 12, 13, 14, 3, 1, 2, 15, 11];7817;24
[8, 10, 4, 14, 13, 15, 0, 2, 1, 3, 7, 12, 11, 6, 5, 9];7021;153
[9, 7, 3, 1, 2, 0, 15, 11, 12, 13, 6, 5, 14, 4, 10, 8];7068;55
[6, 11, 12, 7, 3, 1, 2, 0, 15, 13, 14, 4, 10, 8, 9, 5];7021;160
[0, 7, 14, 4, 10, 8, 5, 6, 3, 1, 2, 15, 9, 11, 12, 13];8095;3
[4, 10, 8, 9, 15, 0, 11, 12, 13, 5, 6, 2, 1, 3, 7, 14];7908;10
[10, 8, 9, 6, 11, 0, 7, 12, 13, 14, 3, 1, 2, 15, 5, 4];8013;4
[4, 3, 1, 2, 15, 13, 14, 5, 6, 9, 11, 12, 7, 0, 8, 10];8498;3
[4, 10, 8, 5, 14, 13, 6, 9, 2, 1, 15, 11, 12, 0, 7, 3];8535;1
[9, 8, 10, 4, 5, 6, 2, 1, 15, 12, 13, 14, 3, 7, 0, 11];8185;2
[4, 5, 6, 11, 15, 2, 1, 3, 7, 0, 14, 13, 12, 9, 8, 10];7144;44
[6, 5, 14, 13, 7, 0, 15, 2, 1, 3, 4, 10, 8, 9, 11, 12];7441;42
[9, 6, 5, 3, 1, 2, 15, 11, 12, 13, 0, 7, 14, 4, 10, 8];7776;130
[11, 9, 8, 10, 4, 7, 3, 1, 2, 0, 15, 12, 13, 14, 5, 6];7365;29
[8, 2, 1, 3, 13, 5, 6, 9, 11, 12, 15, 0, 7, 14, 4, 10];8262;15
[11, 15, 1, 2, 6, 9, 8, 10, 4, 5, 14, 3, 7, 0, 13, 12];8175;8
[13, 6, 5, 4, 10, 8, 9, 11, 12, 15, 0, 7, 2, 1, 3, 14];7192;76
[0, 15, 12, 11, 6, 5, 14, 13, 9, 8, 10, 4, 7, 3, 1, 2];7475;11
[12, 11, 9, 15, 0, 7, 14, 6, 5, 4, 10, 8, 2, 1, 3, 13];8389;3
[2, 1, 3, 7, 0, 13, 14, 4, 10, 8, 9, 5, 6, 11, 12, 15];6911;698
[2, 1, 3, 4, 14, 7, 0, 13, 12, 11, 6, 5, 10, 8, 9, 15];8112;14
[8, 10, 4, 7, 0, 15, 11, 6, 9, 2, 1, 3, 12, 13, 14, 5];8395;2
[15, 2, 1, 3, 4, 10, 8, 9, 11, 12, 6, 5, 14, 13, 7, 0];7441;52
[11, 6, 5, 4, 10, 8, 9, 0, 7, 14, 13, 15, 2, 1, 3, 12];7930;1
[8, 10, 4, 14, 3, 1, 2, 15, 12, 11, 9, 6, 5, 13, 7, 0];8223;3
[0, 11, 9, 2, 1, 15, 12, 13, 6, 5, 8, 10, 4, 14, 3, 7];8181;1
[0, 7, 12, 13, 14, 4, 10, 8, 2, 1, 3, 15, 9, 5, 6, 11];8281;18
[15, 12, 13, 11, 9, 8, 10, 4, 14, 7, 0, 6, 5, 3, 1, 2];8024;9
[9, 6, 5, 13, 14, 4, 10, 8, 0, 7, 3, 1, 2, 15, 12, 11];7469;20
[7, 3, 1, 2, 0, 15, 12, 11, 6, 5, 4, 10, 8, 9, 13, 14];7247;13
[8, 10, 4, 14, 1, 2, 15, 12, 13, 5, 6, 11, 7, 3, 0, 9];8185;5
[13, 12, 11, 15, 0, 7, 2, 1, 3, 14, 9, 8, 10, 4, 5, 6];7307;1
[12, 13, 5, 6, 11, 15, 2, 1, 3, 7, 0, 14, 4, 10, 8, 9];7091;128
[8, 9, 0, 7, 13, 12, 11, 15, 2, 1, 3, 6, 5, 14, 4, 10];7863;10
[6, 9, 8, 10, 4, 15, 2, 1, 3, 14, 5, 13, 12, 7, 0, 11];8213;2
[6, 11, 12, 15, 2, 1, 3, 7, 0, 13, 14, 4, 10, 8, 9, 5];6911;722
[4, 14, 3, 7, 0, 11, 12, 13, 5, 6, 15, 1, 2, 9, 8, 10];8014;47
[3, 1, 2, 15, 12, 11, 6, 5, 9, 8, 10, 4, 14, 13, 0, 7];6911;730
[1, 2, 12, 13, 14, 4, 10, 8, 9, 15, 0, 7, 11, 6, 5, 3];7998;2
[9, 15, 0, 7, 11, 6, 13, 12, 2, 1, 3, 14, 5, 4, 10, 8];8041;4
[8, 10, 4, 1, 2, 15, 12, 13, 6, 11, 0, 7, 3, 14, 5, 9];8492;2
[0, 15, 9, 11, 12, 13, 6, 5, 8, 10, 4, 14, 3, 1, 2, 7];7276;16
[6, 5, 14, 13, 12, 11, 0, 7, 3, 1, 2, 15, 4, 10, 8, 9];7229;86
[3, 1, 2, 15, 11, 6, 13, 12, 7, 0, 9, 8, 10, 4, 5, 14];7980;11
[3, 1, 2, 15, 11, 9, 8, 10, 5, 6, 13, 12, 0, 7, 14, 4];8183;11
[8, 10, 4, 14, 3, 7, 0, 12, 13, 5, 6, 9, 11, 15, 1, 2];8359;2
[6, 0, 7, 14, 4, 3, 1, 2, 15, 12, 13, 11, 9, 8, 10, 5];8278;4
[1, 3, 14, 6, 5, 4, 10, 8, 9, 11, 0, 7, 13, 12, 15, 2];7846;39
[1, 3, 7, 14, 5, 4, 10, 8, 9, 6, 11, 13, 12, 15, 0, 2];7153;120
[3, 6, 5, 4, 10, 8, 9, 11, 0, 7, 14, 13, 12, 15, 2, 1];7995;11
[1, 2, 9, 8, 10, 4, 5, 6, 13, 14, 3, 7, 0, 12, 11, 15];8016;8
[13, 12, 0, 7, 3, 4, 10, 8, 9, 11, 15, 1, 2, 6, 5, 14];8369;2
[4, 10, 8, 9, 2, 1, 6, 5, 13, 12, 11, 15, 0, 7, 3, 14];8101;4
[10, 4, 1, 2, 15, 11, 6, 5, 14, 13, 12, 3, 7, 0, 9, 8];8437;3
[10, 8, 2, 1, 3, 13, 6, 11, 12, 7, 0, 15, 9, 5, 14, 4];8396;2
[15, 0, 14, 4, 10, 8, 9, 2, 1, 3, 7, 11, 6, 5, 13, 12];7809;54
[0, 15, 6, 5, 4, 10, 8, 9, 11, 12, 13, 14, 7, 3, 1, 2];7214;26
[0, 7, 11, 6, 5, 4, 14, 13, 12, 15, 2, 1, 3, 10, 8, 9];8512;2
[2, 1, 15, 12, 13, 5, 6, 11, 0, 7, 3, 14, 4, 10, 8, 9];7937;30
[2, 15, 6, 5, 14, 7, 0, 13, 12, 11, 9, 8, 10, 4, 3, 1];8080;56
[14, 13, 12, 7, 0, 11, 9, 6, 5, 4, 10, 8, 15, 2, 1, 3];8202;4
[15, 11, 12, 13, 14, 5, 6, 9, 8, 10, 4, 3, 1, 2, 7, 0];7207;405
[4, 10, 8, 2, 1, 3, 12, 11, 6, 13, 14, 7, 0, 15, 9, 5];8530;1
[5, 14, 13, 11, 9, 8, 10, 4, 15, 2, 1, 3, 7, 0, 12, 6];7444;15
[0, 2, 1, 3, 7, 14, 4, 10, 8, 9, 6, 5, 13, 12, 11, 15];6941;371
[14, 4, 10, 8, 9, 15, 2, 1, 3, 13, 5, 6, 11, 12, 0, 7];7776;232
[15, 12, 13, 11, 9, 8, 10, 4, 1, 2, 6, 5, 14, 3, 7, 0];8538;3
[1, 2, 15, 12, 13, 7, 0, 11, 9, 8, 10, 4, 5, 6, 14, 3];7846;50
[7, 14, 13, 6, 5, 4, 10, 8, 9, 11, 12, 15, 0, 2, 1, 3];7183;23
[0, 15, 12, 11, 6, 5, 4, 10, 8, 9, 2, 1, 3, 14, 13, 7];7817;26
[1, 3, 4, 10, 8, 9, 6, 11, 0, 7, 13, 14, 5, 12, 15, 2];8198;1
[9, 8, 10, 4, 1, 2, 15, 13, 6, 5, 14, 3, 7, 0, 12, 11];8412;3
[1, 3, 7, 13, 12, 11, 9, 6, 5, 14, 4, 10, 8, 15, 0, 2];7390;46
[1, 3, 7, 11, 6, 5, 12, 13, 14, 4, 10, 8, 9, 15, 0, 2];7115;227
[0, 7, 3, 1, 2, 15, 4, 10, 8, 9, 11, 13, 14, 5, 6, 12];7444;12
[12, 3, 1, 2, 15, 9, 6, 11, 0, 7, 4, 10, 8, 5, 14, 13];8371;1
[11, 12, 2, 1, 3, 14, 13, 7, 0, 15, 9, 8, 10, 4, 5, 6];7880;12
[4, 10, 8, 2, 1, 3, 14, 13, 7, 0, 15, 12, 11, 9, 6, 5];8259;6
[1, 2, 15, 12, 13, 11, 9, 8, 10, 4, 5, 6, 14, 0, 7, 3];7100;86
[13, 6, 5, 4, 14, 3, 1, 2, 15, 11, 10, 8, 9, 0, 7, 12];8345;3
[10, 4, 3, 1, 2, 7, 0, 15, 11, 6, 12, 13, 14, 5, 9, 8];7508;2
[15, 11, 6, 12, 13, 14, 5, 9, 8, 10, 4, 3, 1, 2, 7, 0];7508;6
[11, 6, 5, 13, 12, 15, 0, 7, 14, 4, 10, 8, 9, 2, 1, 3];7835;60
[0, 7, 3, 14, 5, 6, 11, 9, 8, 10, 4, 1, 2, 15, 12, 13];8354;2
[8, 10, 4, 14, 5, 6, 11, 13, 12, 15, 0, 7, 3, 1, 2, 9];6909;700
[3, 10, 8, 9, 0, 7, 14, 4, 5, 6, 11, 13, 12, 15, 2, 1];8485;1
[7, 0, 11, 9, 8, 10, 4, 14, 5, 6, 3, 1, 2, 15, 12, 13];7870;5
[15, 11, 6, 9, 2, 1, 3, 12, 13, 14, 5, 8, 10, 4, 7, 0];8395;1
[11, 15, 0, 7, 3, 12, 13, 6, 5, 4, 14, 1, 2, 9, 8, 10];8706;1
[13, 12, 0, 7, 3, 14, 5, 9, 8, 10, 4, 1, 2, 15, 11, 6];8472;2
[1, 3, 13, 12, 11, 6, 5, 9, 8, 10, 4, 14, 7, 0, 15, 2];7038;87
[6, 5, 13, 12, 3, 7, 0, 9, 8, 10, 4, 14, 1, 2, 15, 11];8155;18
[10, 8, 2, 1, 3, 13, 5, 6, 9, 11, 12, 15, 0, 7, 14, 4];8262;8
[3, 7, 0, 11, 9, 8, 10, 4, 14, 5, 6, 13, 12, 15, 2, 1];6950;519
[6, 11, 9, 8, 10, 4, 3, 1, 2, 7, 0, 15, 12, 13, 14, 5];7350;87
[13, 12, 15, 2, 1, 3, 6, 5, 14, 4, 10, 8, 9, 11, 0, 7];7870;4
[12, 13, 14, 4, 10, 8, 15, 2, 1, 3, 7, 0, 11, 9, 6, 5];7448;40
[9, 6, 11, 13, 12, 15, 0, 2, 1, 3, 7, 14, 5, 4, 10, 8];7153;112
[7, 0, 15, 8, 10, 4, 14, 5, 6, 9, 11, 13, 12, 2, 1, 3];7411;19
[5, 6, 7, 3, 1, 2, 0, 15, 9, 11, 12, 13, 14, 4, 10, 8];7366;8
[4, 14, 3, 7, 0, 12, 13, 5, 6, 11, 15, 1, 2, 9, 8, 10];7917;126
[7, 0, 11, 6, 5, 13, 12, 3, 1, 2, 15, 9, 8, 10, 4, 14];7775;64
[4, 14, 5, 13, 7, 3, 1, 2, 0, 15, 12, 11, 6, 9, 8, 10];7129;12
[1, 3, 7, 0, 15, 9, 11, 12, 13, 14, 4, 10, 8, 5, 6, 2];7342;23
[10, 4, 14, 5, 13, 12, 15, 2, 1, 3, 7, 0, 11, 6, 9, 8];7021;103
[9, 15, 0, 7, 13, 14, 5, 6, 11, 12, 2, 1, 3, 4, 10, 8];8084;8
[9, 8, 10, 15, 0, 7, 14, 4, 5, 6, 11, 12, 13, 3, 1, 2];8427;15
[11, 6, 5, 4, 10, 8, 9, 13, 14, 15, 2, 1, 3, 7, 0, 12];7235;8
[10, 4, 5, 6, 2, 1, 3, 14, 13, 12, 7, 0, 15, 11, 9, 8];7982;9
[10, 4, 0, 7, 3, 1, 2, 15, 11, 6, 5, 14, 13, 12, 9, 8];7374;44
[4, 7, 3, 1, 2, 0, 15, 11, 6, 5, 14, 13, 12, 9, 8, 10];7443;35
[8, 10, 4, 15, 2, 1, 3, 7, 0, 11, 6, 12, 13, 14, 5, 9];7530;1
[9, 11, 12, 15, 0, 7, 14, 5, 4, 10, 8, 2, 1, 3, 13, 6];8478;3
[9, 15, 0, 7, 14, 4, 10, 8, 2, 1, 3, 13, 12, 11, 6, 5];8192;49
[0, 7, 12, 13, 14, 3, 1, 2, 5, 4, 10, 8, 9, 6, 11, 15];8099;2
[11, 6, 9, 15, 0, 7, 2, 1, 3, 4, 10, 8, 5, 14, 13, 12];7604;25
[7, 14, 4, 10, 8, 9, 5, 6, 11, 12, 13, 3, 1, 2, 15, 0];7038;65
[11, 9, 8, 10, 4, 3, 1, 2, 15, 12, 13, 6, 5, 14, 7, 0];8033;26
[11, 9, 8, 10, 5, 6, 13, 15, 2, 1, 3, 4, 14, 7, 0, 12];8231;11
[11, 6, 5, 9, 8, 10, 4, 14, 15, 2, 1, 3, 7, 0, 13, 12];6956;356
[11, 12, 13, 14, 0, 7, 3, 1, 2, 15, 9, 8, 10, 4, 5, 6];7005;250
[2, 1, 3, 4, 10, 8, 0, 7, 12, 13, 14, 5, 6, 9, 11, 15];8450;5
[9, 5, 6, 11, 12, 13, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15];7382;242
[14, 4, 3, 1, 2, 15, 12, 13, 6, 5, 10, 8, 9, 11, 0, 7];8203;10
[14, 15, 0, 7, 3, 1, 2, 9, 11, 12, 13, 6, 5, 8, 10, 4];7299;11
[9, 11, 0, 7, 14, 5, 6, 13, 12, 15, 2, 1, 3, 4, 10, 8];8033;36
[0, 4, 10, 8, 9, 11, 12, 13, 14, 5, 6, 15, 2, 1, 3, 7];7373;29
[8, 9, 11, 12, 0, 7, 14, 5, 6, 13, 15, 2, 1, 3, 4, 10];8061;48
[0, 15, 12, 11, 9, 8, 10, 4, 5, 6, 13, 14, 3, 1, 2, 7];7192;57
[0, 9, 8, 10, 4, 14, 13, 12, 15, 2, 1, 3, 5, 6, 11, 7];7965;24
[4, 14, 13, 12, 5, 6, 11, 15, 0, 2, 1, 3, 7, 9, 8, 10];7188;174
[0, 2, 1, 3, 7, 13, 14, 4, 10, 8, 9, 5, 6, 11, 12, 15];7003;156
[6, 5, 14, 3, 1, 2, 15, 4, 10, 8, 9, 11, 0, 7, 12, 13];8142;8
[2, 1, 3, 14, 13, 12, 7, 0, 11, 9, 6, 5, 4, 10, 8, 15];8202;3
[10, 8, 6, 5, 14, 13, 15, 1, 2, 9, 11, 12, 0, 7, 3, 4];8505;1
[2, 1, 15, 11, 6, 5, 13, 12, 0, 7, 3, 14, 4, 10, 8, 9];7917;103
[6, 11, 12, 7, 0, 15, 9, 5, 14, 4, 10, 8, 2, 1, 3, 13];8396;1
[1, 2, 12, 13, 11, 6, 5, 14, 4, 10, 8, 9, 15, 0, 7, 3];6972;277
[14, 3, 1, 2, 8, 10, 4, 5, 6, 9, 11, 15, 0, 7, 12, 13];8229;9
[9, 11, 13, 12, 15, 0, 14, 4, 10, 8, 5, 6, 7, 3, 1, 2];8125;2
[9, 15, 0, 7, 14, 6, 11, 12, 13, 3, 1, 2, 8, 10, 4, 5];8497;3
[0, 15, 12, 11, 6, 5, 4, 10, 8, 9, 13, 14, 7, 3, 1, 2];7247;6
[10, 4, 14, 3, 7, 0, 11, 12, 13, 5, 6, 15, 1, 2, 9, 8];8014;45
[2, 1, 3, 7, 14, 4, 10, 8, 9, 12, 13, 5, 6, 11, 15, 0];7162;68
[7, 12, 13, 14, 4, 5, 6, 11, 3, 1, 2, 9, 8, 10, 15, 0];8483;12
[3, 1, 2, 7, 0, 15, 11, 6, 5, 14, 13, 12, 9, 8, 10, 4];7428;69
[2, 15, 13, 14, 4, 10, 8, 9, 0, 7, 12, 5, 6, 11, 3, 1];7977;20
[5, 4, 10, 8, 9, 11, 0, 7, 13, 12, 15, 2, 1, 3, 14, 6];7846;42
[3, 7, 5, 6, 11, 15, 0, 12, 13, 14, 4, 10, 8, 9, 2, 1];7872;216
[11, 12, 13, 6, 5, 14, 3, 7, 0, 9, 8, 10, 4, 1, 2, 15];8377;3
[4, 5, 15, 2, 1, 3, 14, 13, 12, 6, 11, 7, 0, 9, 8, 10];8227;1
[13, 12, 0, 7, 3, 14, 4, 10, 8, 9, 2, 1, 15, 11, 6, 5];7917;102
[9, 6, 11, 0, 7, 12, 13, 14, 5, 8, 10, 4, 3, 1, 2, 15];8282;3
[5, 6, 3, 1, 2, 15, 9, 11, 12, 13, 0, 7, 14, 4, 10, 8];8095;6
[11, 9, 8, 10, 4, 14, 3, 7, 0, 13, 5, 6, 2, 1, 15, 12];8148;14
[9, 8, 10, 4, 14, 7, 3, 1, 2, 0, 15, 11, 6, 5, 13, 12];7162;76
[14, 4, 10, 8, 9, 5, 6, 11, 0, 7, 13, 12, 15, 2, 1, 3];7649;90
[11, 12, 3, 1, 2, 8, 10, 4, 7, 0, 15, 13, 14, 5, 6, 9];8570;3
[2, 1, 15, 12, 13, 14, 5, 6, 9, 11, 0, 7, 3, 4, 10, 8];8636;1
[3, 1, 2, 15, 0, 7, 13, 14, 5, 6, 12, 11, 9, 8, 10, 4];7441;43
[3, 1, 2, 15, 6, 5, 14, 4, 10, 8, 9, 11, 12, 13, 0, 7];6997;397
[13, 14, 7, 0, 9, 8, 10, 4, 5, 6, 3, 1, 2, 15, 11, 12];7988;4
[13, 12, 0, 7, 4, 10, 8, 9, 15, 2, 1, 3, 11, 6, 5, 14];8072;3
[0, 7, 3, 1, 2, 15, 9, 11, 12, 13, 6, 5, 8, 10, 4, 14];7196;17
[14, 4, 10, 8, 9, 12, 13, 7, 3, 1, 2, 0, 15, 11, 6, 5];7090;11
[12, 15, 0, 2, 1, 3, 7, 13, 5, 14, 4, 10, 8, 9, 6, 11];7129;22
[6, 5, 13, 12, 11, 9, 8, 10, 4, 14, 3, 1, 2, 7, 0, 15];7170;181
[8, 9, 15, 0, 2, 1, 3, 7, 12, 11, 6, 5, 13, 14, 4, 10];7064;94
[5, 14, 13, 15, 0, 2, 1, 3, 7, 4, 10, 8, 9, 11, 12, 6];7463;17
[10, 8, 9, 5, 6, 11, 3, 1, 2, 15, 12, 13, 0, 7, 14, 4];7736;4
[14, 13, 12, 9, 8, 10, 4, 5, 6, 11, 15, 2, 1, 3, 7, 0];7144;54
[2, 1, 3, 7, 14, 13, 12, 11, 0, 15, 9, 8, 10, 4, 5, 6];7961;3
[3, 4, 10, 8, 5, 14, 13, 6, 9, 2, 1, 15, 11, 12, 0, 7];8535;1
[3, 4, 10, 8, 9, 0, 7, 13, 14, 5, 6, 11, 12, 15, 2, 1];8051;20
[11, 12, 3, 1, 2, 9, 8, 10, 4, 7, 0, 15, 13, 14, 5, 6];8128;6
[6, 5, 14, 3, 7, 0, 9, 8, 10, 4, 1, 2, 15, 12, 13, 11];8373;3
[3, 12, 11, 9, 8, 10, 4, 7, 0, 15, 13, 14, 5, 6, 2, 1];8323;2
[9, 6, 15, 2, 1, 3, 13, 12, 11, 0, 7, 14, 5, 4, 10, 8];7961;23
[9, 15, 0, 7, 3, 1, 2, 12, 11, 6, 5, 13, 14, 4, 10, 8];7073;144
[12, 11, 15, 0, 7, 2, 1, 3, 14, 4, 10, 8, 9, 6, 5, 13];6950;623
[0, 7, 3, 14, 4, 10, 8, 9, 11, 12, 15, 1, 2, 6, 5, 13];8148;1
[13, 12, 11, 6, 5, 9, 8, 10, 4, 14, 3, 1, 2, 15, 0, 7];6982;472
[13, 7, 0, 15, 12, 11, 6, 9, 2, 1, 3, 4, 10, 8, 5, 14];8336;3
[0, 7, 3, 1, 2, 15, 12, 13, 6, 5, 14, 4, 10, 8, 9, 11];6950;472
[13, 12, 7, 3, 1, 2, 0, 15, 11, 6, 5, 9, 8, 10, 4, 14];6973;107
[3, 7, 11, 6, 9, 8, 10, 4, 14, 5, 13, 12, 15, 0, 2, 1];7127;27
[13, 12, 11, 9, 15, 2, 1, 3, 7, 0, 14, 4, 10, 8, 5, 6];7196;17
[13, 3, 1, 2, 6, 9, 8, 10, 4, 5, 14, 7, 0, 15, 11, 12];8042;14
[13, 14, 3, 7, 0, 11, 6, 5, 4, 10, 8, 9, 2, 1, 15, 12];7990;4
[11, 15, 1, 2, 9, 6, 0, 7, 3, 4, 10, 8, 5, 14, 13, 12];8588;1
[7, 3, 1, 2, 0, 15, 11, 6, 12, 13, 14, 5, 9, 8, 10, 4];7523;2
[6, 5, 13, 12, 11, 15, 0, 2, 1, 3, 7, 14, 4, 10, 8, 9];6941;335
[4, 14, 13, 12, 5, 6, 9, 11, 15, 2, 1, 3, 7, 0, 8, 10];7492;15
[14, 5, 4, 10, 8, 9, 6, 3, 1, 2, 15, 11, 12, 13, 0, 7];7985;16
[10, 8, 9, 15, 0, 7, 13, 14, 5, 6, 11, 12, 2, 1, 3, 4];8084;13
[1, 3, 10, 8, 9, 15, 0, 7, 11, 12, 13, 14, 4, 5, 6, 2];8616;1
[6, 11, 3, 1, 2, 15, 12, 13, 7, 0, 9, 8, 10, 4, 14, 5];7793;16
[15, 9, 5, 6, 11, 12, 13, 4, 14, 3, 1, 2, 8, 10, 7, 0];9073;1
[15, 0, 2, 1, 3, 7, 14, 13, 9, 8, 10, 4, 5, 6, 11, 12];7247;6
[6, 5, 14, 13, 12, 9, 8, 10, 4, 3, 1, 2, 7, 0, 15, 11];7428;84
[7, 0, 15, 12, 11, 9, 8, 10, 4, 5, 6, 2, 1, 3, 14, 13];8012;7
[7, 12, 13, 5, 6, 11, 2, 1, 3, 14, 4, 10, 8, 9, 15, 0];7795;448
[12, 7, 0, 11, 9, 15, 2, 1, 3, 14, 4, 10, 8, 5, 6, 13];7954;4
[11, 12, 13, 7, 3, 1, 2, 0, 15, 8, 10, 4, 14, 5, 6, 9];7390;40
[13, 12, 7, 0, 9, 8, 10, 4, 14, 3, 1, 2, 15, 11, 6, 5];7764;172
[14, 13, 12, 11, 15, 2, 1, 3, 7, 0, 4, 10, 8, 9, 6, 5];7153;231
[15, 2, 1, 3, 14, 5, 4, 10, 8, 9, 0, 7, 11, 6, 13, 12];8008;14
[7, 0, 15, 11, 9, 6, 13, 12, 3, 1, 2, 8, 10, 4, 5, 14];8457;2
[15, 6, 9, 8, 10, 4, 14, 5, 13, 12, 11, 0, 7, 3, 1, 2];7098;114
[7, 0, 15, 9, 8, 10, 4, 5, 2, 1, 3, 14, 13, 12, 6, 11];8259;1
[12, 11, 9, 8, 10, 4, 0, 7, 3, 1, 2, 15, 13, 14, 5, 6];7394;22
[13, 12, 9, 8, 10, 4, 5, 6, 11, 15, 0, 2, 1, 3, 7, 14];7215;35
[13, 0, 7, 3, 14, 4, 10, 8, 9, 5, 6, 11, 2, 1, 15, 12];7923;7
[12, 0, 7, 14, 4, 10, 8, 9, 5, 6, 11, 15, 2, 1, 3, 13];7685;44
[8, 10, 4, 14, 3, 1, 2, 7, 0, 15, 6, 5, 13, 12, 11, 9];7170;192
[12, 7, 0, 11, 9, 6, 5, 4, 10, 8, 15, 2, 1, 3, 14, 13];8202;6
